"Test","p_value"
"Factor A",0.2621
"Factor A",0.7381
"Factor A",0.3603
"Factor A",0.8752
"Factor A",0.3101
"Factor A",0.2483
"Factor A",0.1867
"Factor A",0.7941
"Factor A",0.337
"Factor A",0.7519
"Factor A",0.7945
"Factor A",0.6033
"Factor A",0.2156
"Factor A",0.5026
"Factor A",0.3385
"Factor A",0.917
"Factor A",0.5838
"Factor A",0.5182
"Factor A",0.2213
"Factor A",0.2591
"Factor A",0.3424
"Factor A",0.408
"Factor A",0.9845
"Factor A",0.374
"Factor A",0.1231
"Factor A",0.9889
"Factor A",0.6354
"Factor A",0.1603
"Factor A",0.6021
"Factor A",0.2471
"Factor A",0.6216
"Factor A",0.1708
"Factor A",0.4427
"Factor A",0.3577
"Factor A",0.9182
"Factor A",0.9027
"Factor A",0.7416
"Factor A",0.6525
"Factor A",0.4618
"Factor A",0.8266
"Factor A",0.2911
"Factor A",0.1685
"Factor A",0.8669
"Factor A",0.3447
"Factor A",0.7561
"Factor A",0.2088
"Factor A",0.3536
"Factor A",0.2417
"Factor A",0.8144
"Factor A",0.2499
"Factor A",0.4946
"Factor A",0.5423
"Factor A",0.9028
"Factor A",0.1349
"Factor A",0.5231
"Factor A",0.6408
"Factor A",0.1407
"Factor A",0.6567
"Factor A",0.6903
"Factor A",0.5807
"Factor A",0.8063
"Factor A",0.9552
"Factor A",0.3375
"Factor A",0.2613
"Factor A",0.4131
"Factor A",0.5142
"Factor A",0.7671
"Factor A",0.5516
"Factor A",0.3398
"Factor A",0.2901
"Factor A",0.4028
"Factor A",0.4536
"Factor A",0.3118
"Factor A",0.6093
"Factor A",0.1348
"Factor A",0.9437
"Factor A",0.8844
"Factor A",0.2781
"Factor A",0.7785
"Factor A",0.8931
"Factor A",0.192
"Factor A",0.3145
"Factor A",0.9013
"Factor A",0.3918
"Factor A",0.156
"Factor A",0.9562
"Factor A",0.7307
"Factor A",0.7158
"Factor A",0.0662
"Factor A",0.0192
"Factor A",0.886
"Factor A",0.1389
"Factor A",0.7146
"Factor A",0.4243
"Factor A",0.8746
"Factor A",0.4856
"Factor A",0.1134
"Factor A",0.7098
"Factor A",0.5694
"Factor A",0.976
"Factor A",0.3108
"Factor A",0.6312
"Factor A",0.031
"Factor A",0.0733
"Factor A",0.7998
"Factor A",0.5769
"Factor A",0.9023
"Factor A",0.0789
"Factor A",0.6359
"Factor A",0.6938
"Factor A",0.1214
"Factor A",0.1459
"Factor A",0.3323
"Factor A",0.1057
"Factor A",0.002
"Factor A",0.5241
"Factor A",0.12
"Factor A",0.3816
"Factor A",0.5862
"Factor A",0.8986
"Factor A",0.5701
"Factor A",0.345
"Factor A",0.5947
"Factor A",0.787
"Factor A",0.2723
"Factor A",0.7813
"Factor A",0.5248
"Factor A",0.3355
"Factor A",0.0228
"Factor A",0.2506
"Factor A",0.2966
"Factor A",0.9152
"Factor A",0.0508999999999999
"Factor A",0.638
"Factor A",0.449
"Factor A",0.7313
"Factor A",0.1686
"Factor A",0.3136
"Factor A",0.3728
"Factor A",0.5685
"Factor A",0.4529
"Factor A",0.7797
"Factor A",1
"Factor A",0.5121
"Factor A",0.3526
"Factor A",0.8261
"Factor A",0.1766
"Factor A",0.3873
"Factor A",0.5725
"Factor A",0.4875
"Factor A",0.5159
"Factor A",0.5721
"Factor A",0.8151
"Factor A",0.0768
"Factor A",0.6769
"Factor A",0.8969
"Factor A",0.2805
"Factor A",0.909
"Factor A",0.5488
"Factor A",0.286
"Factor A",0.923
"Factor A",0.6119
"Factor A",0.4699
"Factor A",0.1421
"Factor A",0.4881
"Factor A",0.6502
"Factor A",0.5261
"Factor A",0.1527
"Factor A",0.7296
"Factor A",0.5749
"Factor A",0.8786
"Factor A",0.8671
"Factor A",0.6327
"Factor A",0.908
"Factor A",0.00419999999999998
"Factor A",0.9691
"Factor A",0.8058
"Factor A",0.9555
"Factor A",0.5184
"Factor A",0.6201
"Factor A",0.4908
"Factor A",0.7959
"Factor A",0.7307
"Factor A",0.8944
"Factor A",0.5125
"Factor A",0.9139
"Factor A",0.0958
"Factor A",0.5657
"Factor A",0.203
"Factor A",0.8586
"Factor A",0.0198
"Factor A",0.8883
"Factor A",0.9638
"Factor A",0.0711000000000001
"Factor A",0.6241
"Factor A",0.7915
"Factor A",0.2712
"Factor A",0.9215
"Factor A",0.7077
"Factor A",0.7889
"Factor A",0.0116000000000001
"Factor A",0.2247
"Factor A",0.3668
"Factor A",0.6751
"Factor A",0.2215
"Factor A",0.707
"Factor A",0.7388
"Factor A",0.0797
"Factor A",0.8996
"Factor A",0.3883
"Factor A",0.3269
"Factor A",0.9966
"Factor A",0.8993
"Factor A",0.9274
"Factor A",0.9266
"Factor A",0.5593
"Factor A",0.2819
"Factor A",0.7904
"Factor A",0.914
"Factor A",0.8642
"Factor A",0.9436
"Factor A",0.7584
"Factor A",0.7285
"Factor A",0.5156
"Factor A",0.5096
"Factor A",0.7449
"Factor A",0.2762
"Factor A",0.0253
"Factor A",0.7323
"Factor A",0.6059
"Factor A",0.7756
"Factor A",0.8121
"Factor A",0.9439
"Factor A",0.073
"Factor A",0.6889
"Factor A",0.0233
"Factor A",0.178
"Factor A",0.887
"Factor A",0.351
"Factor A",0.8902
"Factor A",0.0799
"Factor A",0.5324
"Factor A",0.4434
"Factor A",0.5532
"Factor A",0.0617
"Factor A",0.3006
"Factor A",0.2468
"Factor A",0.3916
"Factor A",0.5627
"Factor A",0.3014
"Factor A",0.9116
"Factor A",0.3482
"Factor A",0.441
"Factor A",0.1682
"Factor A",0.4754
"Factor A",0.00760000000000005
"Factor A",0.8566
"Factor A",0.6091
"Factor A",0.2537
"Factor A",0.0177
"Factor A",0.638
"Factor A",0.2114
"Factor A",0.4765
"Factor A",0.2648
"Factor A",0.7575
"Factor A",0.6299
"Factor A",0.695
"Factor A",0.1215
"Factor A",0.6719
"Factor A",0.4344
"Factor A",0.1293
"Factor A",0.3205
"Factor A",0.3975
"Factor A",0.1733
"Factor A",0.4637
"Factor A",0.7211
"Factor A",0.335
"Factor A",0.2284
"Factor A",0.033
"Factor A",0.7507
"Factor A",0.2093
"Factor A",0.2943
"Factor A",0.9642
"Factor A",0.5625
"Factor A",0.1113
"Factor A",0.092
"Factor A",0.7334
"Factor A",0.5567
"Factor A",0.8706
"Factor A",0.8489
"Factor A",0.2744
"Factor A",0.5107
"Factor A",0.1227
"Factor A",0.1351
"Factor A",0.5466
"Factor A",0.1221
"Factor A",0.1913
"Factor A",0.8249
"Factor A",0.00570000000000004
"Factor A",0.4117
"Factor A",0.6023
"Factor A",0.1656
"Factor A",0.00939999999999996
"Factor A",0.7532
"Factor A",0.4425
"Factor A",0.6465
"Factor A",0.7806
"Factor A",0.3908
"Factor A",0.2609
"Factor A",0.2672
"Factor A",0.9576
"Factor A",0.1762
"Factor A",0.7621
"Factor A",0.9028
"Factor A",0.19
"Factor A",0.269
"Factor A",0.6175
"Factor A",0.7659
"Factor A",0.6273
"Factor A",0.517
"Factor A",0.1386
"Factor A",0.5026
"Factor A",0.6758
"Factor A",0.5362
"Factor A",0.3625
"Factor A",0.4881
"Factor A",0.206
"Factor A",0.6445
"Factor A",0.2975
"Factor A",0.1324
"Factor A",0.2395
"Factor A",0.9355
"Factor A",0.2713
"Factor A",0.8845
"Factor A",0.7072
"Factor A",0.8005
"Factor A",0.7722
"Factor A",0.0954
"Factor A",0.8312
"Factor A",0.295
"Factor A",0.8987
"Factor A",0.2164
"Factor A",0.0697
"Factor A",0.3747
"Factor A",0.029
"Factor A",0.2581
"Factor A",0.0262
"Factor A",0.3397
"Factor A",0.1815
"Factor A",0.8096
"Factor A",0.4268
"Factor A",0.1497
"Factor A",0.696
"Factor A",0.5276
"Factor A",0.3696
"Factor A",0.0595
"Factor A",0.0841
"Factor A",0.6717
"Factor A",0.5543
"Factor A",0.1938
"Factor A",0.895
"Factor A",0.3795
"Factor A",0.7524
"Factor A",0.1745
"Factor A",0.5056
"Factor A",0.5547
"Factor A",0.1768
"Factor A",0.7881
"Factor A",0.4628
"Factor A",0.4494
"Factor A",0.1675
"Factor A",0.4211
"Factor A",0.1752
"Factor A",0.7726
"Factor A",0.4895
"Factor A",0.0479000000000001
"Factor A",0.4301
"Factor A",0.8836
"Factor A",0.7641
"Factor A",0.3323
"Factor A",0.6456
"Factor A",0.8779
"Factor A",0.4178
"Factor A",0.2922
"Factor A",0.00439999999999996
"Factor A",0.8501
"Factor A",0.445
"Factor A",0.2895
"Factor A",0.1603
"Factor A",0.3959
"Factor A",0.6818
"Factor A",0.1897
"Factor A",0.9662
"Factor A",0.8967
"Factor A",0.7047
"Factor A",0.7664
"Factor A",0.1373
"Factor A",0.5891
"Factor A",0.5213
"Factor A",0.5085
"Factor A",0.9351
"Factor A",0.3717
"Factor A",0.5192
"Factor A",0.7267
"Factor A",0.5333
"Factor A",0.6528
"Factor A",0.169
"Factor A",0.9923
"Factor A",0.1184
"Factor A",0.3577
"Factor A",0.09
"Factor A",0.5017
"Factor A",0.2014
"Factor A",0.9241
"Factor A",0.0481
"Factor A",0.199
"Factor A",0.0316
"Factor A",0.000499999999999945
"Factor A",0.3836
"Factor A",0.665
"Factor A",0.4423
"Factor A",0.924
"Factor A",0.6253
"Factor A",0.2714
"Factor A",0.3333
"Factor A",0.1944
"Factor A",0.6578
"Factor A",0.9095
"Factor A",0.9091
"Factor A",0.3544
"Factor A",0.3219
"Factor A",0.5103
"Factor A",0.9806
"Factor A",0.7802
"Factor A",0.0322
"Factor A",0.588
"Factor A",0.1139
"Factor A",0.1758
"Factor A",0.3022
"Factor A",0.3552
"Factor A",0.3974
"Factor A",0.3484
"Factor A",0.0631
"Factor A",0.9717
"Factor A",0.7646
"Factor A",0.1273
"Factor A",0.6991
"Factor A",0.7222
"Factor A",0.4931
"Factor A",0.6069
"Factor A",0.4013
"Factor A",0.1066
"Factor A",0.8084
"Factor A",0.4933
"Factor A",0.5266
"Factor A",0.6189
"Factor A",0.5428
"Factor A",0.3528
"Factor A",0.4356
"Factor A",0.8483
"Factor A",0.3879
"Factor A",0.7991
"Factor A",0.7938
"Factor A",0.5652
"Factor A",0.5876
"Factor A",0.1369
"Factor A",0.2583
"Factor A",0.4344
"Factor A",0.3679
"Factor A",0.7271
"Factor A",0.9614
"Factor A",0.276
"Factor A",0.6589
"Factor A",0.0572
"Factor A",0.2816
"Factor A",0.765
"Factor A",0.2904
"Factor A",0.1196
"Factor A",0.8562
"Factor A",0.6733
"Factor A",0.1697
"Factor A",0.4853
"Factor A",0.8913
"Factor A",0.0643
"Factor A",0.6416
"Factor A",0.2764
"Factor A",0.4297
"Factor A",0.3388
"Factor A",0.2139
"Factor A",0.0918
"Factor A",0.8818
"Factor A",0.8612
"Factor A",0.1899
"Factor A",0.5405
"Factor A",0.2541
"Factor A",0.3031
"Factor A",0.2269
"Factor A",0.1937
"Factor A",0.334
"Factor A",0.016
"Factor A",0.4349
"Factor A",0.7633
"Factor A",0.6928
"Factor A",0.9826
"Factor A",0.135
"Factor A",0.3386
"Factor A",0.3712
"Factor A",0.5937
"Factor A",0.9052
"Factor A",0.7226
"Factor A",0.5293
"Factor A",0.8634
"Factor A",0.7797
"Factor A",0.8341
"Factor A",0.1519
"Factor A",0.771
"Factor A",0.999
"Factor A",0.0377
"Factor A",0.0462
"Factor A",0.9795
"Factor A",0.5359
"Factor A",0.4547
"Factor A",0.4388
"Factor A",0.6011
"Factor A",0.0282
"Factor A",0.9304
"Factor A",0.7238
"Factor A",0.0151
"Factor A",0.5362
"Factor A",0.333
"Factor A",0.0353
"Factor A",0.3778
"Factor A",0.1875
"Factor A",0.5204
"Factor A",0.7375
"Factor A",0.1409
"Factor A",0.8785
"Factor A",0.3103
"Factor A",0.2142
"Factor A",0.0155
"Factor A",0.1208
"Factor A",0.0514
"Factor A",0.4102
"Factor A",0.7115
"Factor A",0.8403
"Factor A",0.8031
"Factor A",0.6918
"Factor A",0.8179
"Factor A",0.4533
"Factor A",0.6387
"Factor A",0.6128
"Factor A",0.7718
"Factor A",0.7381
"Factor A",0.0858
"Factor A",0.3787
"Factor A",0.2038
"Factor A",0.7841
"Factor A",0.8462
"Factor A",0.0927
"Factor A",0.4308
"Factor A",0.5995
"Factor A",0.508
"Factor A",0.9446
"Factor A",0.8611
"Factor A",0.4794
"Factor A",0.0453
"Factor A",0.5052
"Factor A",0.6247
"Factor A",0.925
"Factor A",0.6532
"Factor A",0.6649
"Factor A",0.2463
"Factor A",0.4997
"Factor A",0.8295
"Factor A",0.4698
"Factor A",0.4706
"Factor A",0.3059
"Factor A",0.5711
"Factor A",0.362
"Factor A",0.9099
"Factor A",0.1267
"Factor A",0.7088
"Factor A",0.3084
"Factor A",0.708
"Factor A",0.1378
"Factor A",0.2881
"Factor A",0.8492
"Factor A",0.9769
"Factor A",0.8948
"Factor A",0.2325
"Factor A",0.4208
"Factor A",0.4348
"Factor A",0.5328
"Factor A",0.8318
"Factor A",0.4365
"Factor A",0.8189
"Factor A",0.3125
"Factor A",0.192
"Factor A",0.7748
"Factor A",0.5078
"Factor A",0.6958
"Factor A",0.7242
"Factor A",0.6857
"Factor A",0.4811
"Factor A",0.0514
"Factor A",0.7901
"Factor A",0.7588
"Factor A",0.8658
"Factor A",0.1986
"Factor A",0.4658
"Factor A",0.5401
"Factor A",0.1725
"Factor A",0.5962
"Factor A",0.29
"Factor A",0.9622
"Factor A",0.5485
"Factor A",0.7053
"Factor A",0.5554
"Factor A",0.0682
"Factor A",0.4149
"Factor A",0.533
"Factor A",0.5666
"Factor A",0.6437
"Factor A",0.288
"Factor A",0.5537
"Factor A",0.571
"Factor A",0.3743
"Factor A",0.8883
"Factor A",0.0545
"Factor A",0.7178
"Factor A",0.6085
"Factor A",0.4052
"Factor A",0.3089
"Factor A",0.8785
"Factor A",0.1272
"Factor A",0.8818
"Factor A",0.738
"Factor A",0.026
"Factor A",0.1578
"Factor A",0.1469
"Factor A",0.332
"Factor A",0.2625
"Factor A",0.3718
"Factor A",0.3702
"Factor A",0.2067
"Factor A",0.1316
"Factor A",0.3289
"Factor A",0.9616
"Factor A",0.3869
"Factor A",0.4338
"Factor A",0.3317
"Factor A",0.9596
"Factor A",0.3374
"Factor A",0.0432
"Factor A",0.7096
"Factor A",0.7892
"Factor A",0.5987
"Factor A",0.6571
"Factor A",0.2699
"Factor A",0.7039
"Factor A",0.1687
"Factor A",0.5615
"Factor A",0.3331
"Factor A",0.3114
"Factor A",0.2284
"Factor A",0.417
"Factor A",0.2387
"Factor A",0.334
"Factor A",0.7456
"Factor A",0.8158
"Factor A",0.7084
"Factor A",0.6315
"Factor A",0.0354
"Factor A",0.4536
"Factor A",0.1101
"Factor A",0.2606
"Factor A",0.1879
"Factor A",0.4527
"Factor A",0.1849
"Factor A",0.0619
"Factor A",0.034
"Factor A",0.5179
"Factor A",0.6589
"Factor A",0.7077
"Factor A",0.8635
"Factor A",0.7978
"Factor A",0.9949
"Factor A",0.3678
"Factor A",0.537
"Factor A",0.4509
"Factor A",0.846
"Factor A",0.3606
"Factor A",0.00770000000000004
"Factor A",0.9525
"Factor A",0.2238
"Factor A",0.6767
"Factor A",0.594
"Factor A",0.6694
"Factor A",0.9988
"Factor A",0.7435
"Factor A",0.2837
"Factor A",0.9562
"Factor A",0.1547
"Factor A",0.4458
"Factor A",0.8989
"Factor A",0.8904
"Factor A",0.9194
"Factor A",0.2242
"Factor A",0.0601
"Factor A",0.1502
"Factor A",0.6033
"Factor A",0.508
"Factor A",0.2218
"Factor A",0.7491
"Factor A",0.7685
"Factor A",0.4612
"Factor A",0.2032
"Factor A",0.4731
"Factor A",0.6664
"Factor A",0.979
"Factor A",0.1234
"Factor A",0.5229
"Factor A",0.0538999999999999
"Factor A",0.1104
"Factor A",0.2682
"Factor A",0.7421
"Factor A",0.9417
"Factor A",0.7129
"Factor A",0.858
"Factor A",0.1341
"Factor A",0.4412
"Factor A",0.5982
"Factor A",0.2361
"Factor A",0.3726
"Factor A",0.1268
"Factor A",0.6961
"Factor A",0.3659
"Factor A",0.7224
"Factor A",0.7027
"Factor A",0.1915
"Factor A",0.3407
"Factor A",0.8625
"Factor A",0.7056
"Factor A",0.2424
"Factor A",0.4736
"Factor A",0.5291
"Factor A",0.3472
"Factor A",0.2597
"Factor A",0.7297
"Factor A",0.5749
"Factor A",0.7089
"Factor A",0.6221
"Factor A",0.9937
"Factor A",0.2475
"Factor A",0.0595
"Factor A",0.5597
"Factor A",0.8601
"Factor A",0.3868
"Factor A",0.4873
"Factor A",0.9731
"Factor A",0.3617
"Factor A",0.1385
"Factor A",0.4329
"Factor A",0.1473
"Factor A",0.2811
"Factor A",0.9593
"Factor A",0.0653
"Factor A",0.8819
"Factor A",0.099
"Factor A",0.6969
"Factor A",0.9912
"Factor A",0.9868
"Factor A",0.4969
"Factor A",0.1971
"Factor A",0.708
"Factor A",0.4091
"Factor A",0.9929
"Factor A",0.3691
"Factor A",0.2768
"Factor A",0.4144
"Factor A",0.5188
"Factor A",0.0499000000000001
"Factor A",0.497
"Factor A",0.1296
"Factor A",0.733
"Factor A",0.5132
"Factor A",0.3345
"Factor A",0.5383
"Factor A",0.3224
"Factor A",0.8512
"Factor A",0.9179
"Factor A",0.6191
"Factor A",0.7703
"Factor A",0.7034
"Factor A",0.164
"Factor A",0.8678
"Factor A",0.9391
"Factor A",0.7795
"Factor A",0.0814
"Factor A",0.5887
"Factor A",0.2297
"Factor A",0.8969
"Factor A",0.9229
"Factor A",0.4143
"Factor A",0.9128
"Factor A",0.2347
"Factor A",0.9108
"Factor A",0.1634
"Factor A",0.6074
"Factor A",0.5463
"Factor A",0.3494
"Factor A",0.5717
"Factor A",0.9582
"Factor A",0.6991
"Factor A",0.1404
"Factor A",0.4903
"Factor A",0.0454
"Factor A",0.0506
"Factor A",0.9118
"Factor A",0.2127
"Factor A",0.2422
"Factor A",0.0483
"Factor A",0.8132
"Factor A",0.5277
"Factor A",0.9376
"Factor A",0.9229
"Factor A",0.479
"Factor A",0.6345
"Factor A",0.8885
"Factor A",0.563
"Factor A",0.8972
"Factor A",0.6374
"Factor A",0.7385
"Factor A",0.2097
"Factor A",0.9886
"Factor A",0.00660000000000005
"Factor A",0.2916
"Factor A",0.0642
"Factor A",0.1603
"Factor A",0.4203
"Factor A",0.8197
"Factor A",0.4011
"Factor A",0.8265
"Factor A",0.0958
"Factor A",0.3468
"Factor A",0.564
"Factor A",0.00349999999999995
"Factor A",0.3581
"Factor A",0.677
"Factor A",0.961
"Factor A",0.9346
"Factor A",0.5261
"Factor A",0.6268
"Factor A",0.8359
"Factor A",0.8877
"Factor A",0.2258
"Factor A",0.8509
"Factor A",0.5072
"Factor A",0.8227
"Factor A",0.519
"Factor A",0.8181
"Factor A",0.5769
"Factor A",0.0808
"Factor A",0.5161
"Factor A",0.6368
"Factor A",0.7105
"Factor A",0.7494
"Factor A",0.7189
"Factor A",0.8962
"Factor A",0.4867
"Factor A",0.0555
"Factor A",0.8104
"Factor A",0.7976
"Factor A",0.8529
"Factor A",0.69
"Factor A",0.0573
"Factor A",0.7119
"Factor A",0.2123
"Factor A",0.7186
"Factor A",0.8935
"Factor A",0.3036
"Factor A",0.5656
"Factor A",0.6384
"Factor A",0.934
"Factor A",0.1211
"Factor A",0.0429
"Factor A",0.4682
"Factor A",0.6061
"Factor A",0.3657
"Factor A",0.9862
"Factor A",0.1429
"Factor A",0.3705
"Factor A",0.2736
"Factor A",0.864
"Factor A",0.5788
"Factor A",0.7865
"Factor A",0.8978
"Factor A",0.5065
"Factor A",0.6619
"Factor A",0.4771
"Factor A",0.1796
"Factor A",0.7935
"Factor A",0.8191
"Factor A",0.0873
"Factor A",0.9376
"Factor A",0.3544
"Factor A",0.1396
"Factor A",0.3977
"Factor A",0.3236
"Factor A",0.314
"Factor A",0.9163
"Factor A",0.1465
"Factor A",0.0629
"Factor A",0.3086
"Factor A",0.0677
"Factor A",0.9992
"Factor A",0.5338
"Factor A",0.115
"Factor A",0.722
"Factor A",0.6527
"Factor A",0.0901
"Factor A",0.3687
"Factor A",0.7838
"Factor A",0.5368
"Factor A",0.9814
"Factor A",0.0717
"Factor A",0.3964
"Factor A",0.0790999999999999
"Factor A",0.1418
"Factor A",0.4715
"Factor A",0.7814
"Factor A",0.611
"Factor A",0.9142
"Factor A",0.6494
"Factor A",0.4288
"Factor A",0.0484
"Factor A",0.154
"Factor A",0.9185
"Factor A",0.1747
"Factor A",0.5007
"Factor A",0.3861
"Factor A",0.5118
"Factor A",0.4158
"Factor A",0.1671
"Factor A",0.8616
"Factor A",0.7564
"Factor A",0.0913
"Factor A",0.5241
"Factor A",0.7739
"Factor A",0.4843
"Factor A",0.6892
"Factor A",0.8065
"Factor A",0.9074
"Factor A",0.2227
"Factor A",0.8225
"Factor A",0.4565
"Factor A",0.1541
"Factor A",0.0601
"Factor A",0.0961
"Factor A",0.8685
"Factor A",0.5544
"Factor A",0.3471
"Factor A",0.2444
"Factor A",0.0417999999999999
"Factor A",0.6566
"Factor A",0.8545
"Factor A",0.9639
"Factor A",0.2441
"Factor A",0.0792
"Factor A",0.6282
"Factor A",0.374
"Factor A",0.1862
"Factor A",0.5474
"Factor A",0.6945
"Factor A",0.3451
"Factor A",0.9837
"Factor A",0.829
"Factor A",0.9821
"Factor A",0.7468
"Factor A",0.9984
"Factor A",0.2418
"Factor A",0.8607
"Factor A",0.3606
"Factor A",0.7905
"Factor A",0.4909
"Factor A",0.8378
"Factor A",0.7254
"Factor A",0.5771
"Factor A",0.9507
"Factor A",0.1757
"Factor A",0.9709
"Factor A",0.7779
"Factor A",0.4169
"Factor A",0.8893
"Factor A",0.3712
"Factor A",0.6526
"Factor A",0.9007
"Factor A",0.3725
"Factor A",0.6056
"Factor A",0.5604
"Factor A",0.072
"Factor A",0.7845
"Factor A",0.584
"Factor A",0.1153
"Factor A",0.2357
"Factor A",0.0679
"Factor A",0.0808
"Factor A",0.5724
"Factor A",0.7221
"Factor A",0.6817
"Factor A",0.7502
"Factor A",0.00949999999999995
"Factor A",0.0869
"Factor A",0.8113
"Factor A",0.6298
"Factor A",0.2906
"Factor A",0.0548999999999999
"Factor A",0.3634
"Factor A",0.5079
"Factor A",0.7148
"Factor A",0.9885
"Factor A",0.6281
"Factor A",0.233
"Factor A",0.7277
"Factor A",0.3266
"Factor A",0.00429999999999997
"Factor A",0.8567
"Factor A",0.867
"Factor A",0.9355
"Factor A",0.5771
"Factor A",0.6537
"Factor A",0.9574
"Factor A",0.9936
"Factor A",0.5665
"Factor A",0.4631
"Factor A",0.9782
"Factor A",0.9403
"Factor A",0.183
"Factor A",0.8682
"Factor A",0.8583
"Factor A",0.64
"Factor A",0.7196
"Factor A",0.727
"Factor A",0.4531
"Factor A",0.2622
"Factor A",0.272
"Factor A",0.6718
"Factor A",0.6079
"Factor A",0.0236
"Factor A",0.0333
"Factor A",0.2313
"Factor A",0.1397
"Factor A",0.6519
"Factor A",0.5622
"Factor A",0.0276999999999999
"Factor A",0.7165
"Factor A",0.4688
"Factor A",0.7931
"Factor A",0.5713
"Factor A",0.9587
"Factor A",0.6738
"Factor A",0.0818
"Factor A",0.5654
"Factor A",0.6483
"Factor A",0.6886
"Factor A",0.8956
"Factor A",0.4729
"Factor A",0.3679
"Factor A",0.2383
"Factor A",0.1399
"Factor A",0.01
"Factor A",0.0383
"Factor A",0.8493
"Factor A",0.9979
"Factor A",0.0704
"Factor A",0.9325
"Factor A",0.328
"Factor A",0.8505
"Factor A",0.7265
"Factor A",0.7916
"Factor A",0.5529
"Factor A",0.5984
"Factor A",0.8431
"Factor A",0.4792
"Factor A",0.4059
"Factor A",0.0943000000000001
"Factor A",0.6894
"Factor A",0.1915
"Factor A",0.8027
"Factor A",0.1256
"Factor A",0.6126
"Factor A",0.4431
"Factor A",0.992
"Factor A",0.0561
"Factor A",0.969
"Factor A",0.2828
"Factor A",0.6409
"Factor A",0.2561
"Factor A",0.5095
"Factor A",0.6329
"Factor A",0.0405
"Factor A",0.617
"Factor A",0.5943
"Factor A",0.3954
"Factor A",0.1356
"Factor A",0.5636
"Factor A",0.7863
"Factor A",0.3291
"Factor A",0.8252
"Factor A",0.429
"Factor A",0.3424
"Factor A",0.0321
"Factor A",0.1896
"Factor A",0.5239
"Factor A",0.2181
"Factor A",0.9318
"Factor A",0.6959
"Factor A",0.5599
"Factor A",0.642
"Factor A",0.0851
"Factor A",0.0327
"Factor A",0.8114
"Factor A",0.1953
"Factor A",0.7009
"Factor A",0.7684
"Factor A",0.5355
"Factor A",0.6634
"Factor A",0.6327
"Factor A",0.295
"Factor A",0.6384
"Factor A",0.3202
"Factor A",0.0552
"Factor A",0.6828
"Factor A",0.4444
"Factor A",0.7407
"Factor A",0.5018
"Factor A",0.3361
"Factor A",0.4527
"Factor A",0.3457
"Factor A",0.9424
"Factor A",0.5651
"Factor A",0.0319
"Factor A",0.3535
"Factor A",0.0478
"Factor A",0.3821
"Factor A",0.7871
"Factor A",0.7251
"Factor A",0.4119
"Factor A",0.8109
"Factor A",0.0622
"Factor A",0.1733
"Factor A",0.4937
"Factor A",0.1401
"Factor A",0.2175
"Factor A",0.6219
"Factor A",0.526
"Factor A",0.2876
"Factor A",0.7459
"Factor A",0.5179
"Factor A",0.5324
"Factor A",0.1746
"Factor A",0.9684
"Factor A",0.0305
"Factor A",0.986
"Factor A",0.5385
"Factor A",0.7787
"Factor A",0.0081
"Factor A",0.0977
"Factor A",0.1966
"Factor A",0.8451
"Factor A",0.8755
"Factor A",0.2859
"Factor A",0.2578
"Factor A",0.689
"Factor A",0.4001
"Factor A",0.3154
"Factor A",0.4893
"Factor A",0.3882
"Factor A",0.1716
"Factor A",0.8767
"Factor A",0.2446
"Factor A",0.4774
"Factor A",0.5019
"Factor A",0.7187
"Factor A",0.0749
"Factor A",0.8257
"Factor A",0.7245
"Factor A",0.4794
"Factor A",0.2916
"Factor A",0.4706
"Factor A",0.3055
"Factor A",0.3738
"Factor A",0.5398
"Factor A",0.2738
"Factor A",0.3429
"Factor A",0.4049
"Factor A",0.288
"Factor A",0.3405
"Factor A",0.2063
"Factor A",0.6607
"Factor A",0.0222
"Factor A",0.9621
"Factor A",0.9325
"Factor A",0.992
"Factor A",0.8444
"Factor A",0.7637
"Factor A",0.7304
"Factor A",0.6323
"Factor A",0.5894
"Factor A",0.6053
"Factor A",0.167
